;;DESTINATION;;;;;;;;;;;;;;;;;;;;;;;
22:00;Dam;1;1;0;3;1;1;1;2;0;0;1;1;0;1;2;0;0;0;0;0;0;0;1;0
22:15;Dam;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;0;0;1;2
22:30;Dam;0;1;0;2;1;1;0;1;0;0;1;0;0;2;1;1;1;0;1;1;0;0;0;1
22:45;Dam;1;0;0;0;1;1;0;0;0;0;1;1;0;2;0;1;1;0;1;1;1;0;0;0
23:00;Dam;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;1
23:15;Dam;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0
23:30;Dam;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0
23:45;Dam;0;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1
0:00;Evertsenstraat;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:15;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:30;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:45;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:00;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:15;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:30;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:45;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:00;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:15;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:30;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:45;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:00;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:15;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:30;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:45;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:00;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:15;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:30;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:45;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:00;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:15;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:30;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:45;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:00;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:15;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:30;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:45;Evertsenstraat;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7:00;Evertsenstraat;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0
7:15;Evertsenstraat;0;1;0;1;1;1;1;1;0;0;0;1;1;2;0;1;2;0;1;1;0;0;1;1
7:30;Evertsenstraat;2;0;0;4;3;2;2;1;0;1;1;2;1;4;3;1;2;1;4;0;0;1;0;1
7:45;Evertsenstraat;3;0;1;9;5;4;1;5;2;1;7;3;3;5;2;6;4;0;3;1;0;2;2;3
8:00;Evertsenstraat;3;1;0;7;6;3;1;7;2;1;7;2;6;4;1;4;5;0;3;2;0;1;2;8
8:15;Evertsenstraat;5;1;0;4;7;2;2;4;1;1;3;2;4;2;1;3;5;0;6;6;2;2;1;3
8:30;Evertsenstraat;3;2;1;3;2;1;3;6;1;1;3;1;5;5;0;3;2;1;0;7;1;2;0;1
8:45;Evertsenstraat;4;3;1;1;1;0;3;6;1;1;1;1;6;1;3;4;5;1;4;1;0;2;1;4
9:00;Evertsenstraat;4;0;1;3;4;0;0;6;1;0;2;0;4;3;3;1;5;1;7;6;1;2;2;4
9:15;Evertsenstraat;3;0;0;4;4;1;1;4;0;0;4;2;1;1;4;3;5;1;4;2;0;1;1;1
9:30;Evertsenstraat;1;1;0;3;2;2;2;4;1;0;1;1;2;0;2;3;3;0;1;2;0;1;0;2
9:45;Evertsenstraat;1;1;0;3;2;0;1;1;0;0;2;1;1;2;1;2;1;0;2;1;1;0;1;0
10:00;Evertsenstraat;0;1;0;1;1;1;0;1;0;0;0;1;1;2;0;2;0;0;2;1;0;0;0;1
10:15;Evertsenstraat;1;1;0;1;1;1;0;1;1;0;0;1;2;2;1;2;2;0;1;0;0;0;0;1
10:30;Evertsenstraat;0;1;0;2;1;1;1;2;0;0;2;1;1;1;2;2;1;0;0;1;0;0;0;0
10:45;Evertsenstraat;0;1;0;3;1;1;0;2;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;1
11:00;Evertsenstraat;0;1;0;0;2;1;0;1;0;0;2;0;1;0;0;0;1;0;1;1;0;1;0;2
11:15;Evertsenstraat;1;1;0;0;2;1;0;1;0;0;0;1;1;2;0;1;1;0;1;0;0;0;0;0
11:30;Evertsenstraat;1;1;0;2;2;1;1;2;1;0;1;1;1;1;1;1;1;0;2;1;0;1;1;0
11:45;Evertsenstraat;1;1;0;1;2;0;1;0;0;0;1;0;1;0;0;1;1;0;2;1;0;0;0;1
12:00;Evertsenstraat;2;1;0;0;2;0;1;1;1;0;2;1;2;0;1;1;2;0;2;2;0;0;1;1
12:15;Evertsenstraat;1;1;0;3;3;1;1;3;1;0;1;1;0;2;1;2;1;0;1;1;0;1;1;1
12:30;Evertsenstraat;1;1;0;4;3;2;0;1;0;0;1;0;2;1;2;2;2;0;3;1;0;0;1;0
12:45;Evertsenstraat;1;0;0;1;1;0;1;2;0;0;1;0;2;0;2;1;2;0;0;0;0;0;0;3
13:00;Evertsenstraat;1;0;0;3;2;2;0;2;1;1;1;2;2;1;0;1;0;0;3;2;0;1;0;1
13:15;Evertsenstraat;1;0;0;3;0;1;1;0;0;0;2;0;1;2;1;1;2;0;1;1;0;0;1;2
13:30;Evertsenstraat;1;1;0;1;0;1;1;2;0;0;0;1;1;1;1;0;2;0;0;2;0;1;0;2
13:45;Evertsenstraat;1;0;0;0;1;1;0;2;0;0;0;1;1;2;1;1;0;0;0;1;1;0;0;2
14:00;Evertsenstraat;0;0;0;0;0;1;1;2;0;0;0;0;1;1;0;0;1;0;2;0;1;0;0;0
14:15;Evertsenstraat;0;1;0;1;1;1;0;0;0;0;0;1;1;2;2;1;2;0;2;2;0;1;0;1
14:30;Evertsenstraat;0;1;0;2;1;1;0;2;0;0;0;0;1;2;1;0;1;0;1;1;1;0;0;1
14:45;Evertsenstraat;1;1;0;1;1;0;1;2;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;2
15:00;Evertsenstraat;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;2;2;0;1;0;0
15:15;Evertsenstraat;1;1;0;0;2;0;1;1;0;0;2;0;0;2;0;0;1;0;1;1;0;1;0;1
15:30;Evertsenstraat;1;0;0;2;1;1;0;2;1;0;1;1;2;1;1;2;1;0;2;1;0;1;1;2
15:45;Evertsenstraat;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;2;1;0;0;0;2
16:00;Evertsenstraat;0;0;0;6;2;1;1;5;1;1;3;2;2;4;2;4;4;1;3;3;0;0;1;1
16:15;Evertsenstraat;2;1;1;7;2;1;3;0;1;1;0;3;3;0;2;1;5;0;5;3;1;0;0;1
16:30;Evertsenstraat;2;0;1;6;1;1;2;6;1;0;1;3;0;1;0;2;3;1;4;3;1;2;1;6
16:45;Evertsenstraat;3;1;0;2;4;2;1;3;0;1;4;2;1;3;2;0;1;0;4;4;1;2;0;4
17:00;Evertsenstraat;2;3;1;2;5;1;0;3;1;0;2;3;5;7;4;3;3;0;6;5;2;2;0;3
17:15;Evertsenstraat;1;3;1;8;1;4;1;6;2;1;1;0;5;4;6;3;6;0;1;6;1;1;1;6
17:30;Evertsenstraat;4;2;0;8;1;2;3;5;1;1;2;2;2;1;3;5;1;1;4;6;1;1;2;1
17:45;Evertsenstraat;0;0;1;6;6;1;1;4;1;0;0;5;5;5;4;5;6;1;2;4;0;1;2;3
18:00;Evertsenstraat;3;2;1;5;0;1;2;1;1;1;7;5;6;2;3;0;6;1;2;1;1;2;1;6
18:15;Evertsenstraat;2;3;1;4;4;2;0;4;0;1;4;4;3;4;3;4;3;1;8;6;2;2;1;6
18:30;Evertsenstraat;2;1;0;2;5;3;2;4;1;0;5;2;4;4;1;1;1;0;2;4;1;2;1;4
18:45;Evertsenstraat;2;2;0;1;0;3;1;3;1;1;3;1;1;1;2;1;1;1;3;0;1;1;1;2
19:00;Evertsenstraat;0;1;0;1;2;2;0;2;1;0;2;2;2;3;1;1;1;0;1;2;0;1;1;2
19:15;Evertsenstraat;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;1;1;0;1;1;1
19:30;Evertsenstraat;1;0;0;0;2;0;1;1;0;0;2;1;0;1;1;1;1;0;2;2;0;0;0;0
19:45;Evertsenstraat;0;0;0;2;1;1;0;0;0;0;1;0;2;1;2;1;1;0;1;2;1;0;0;2
20:00;Evertsenstraat;0;0;0;2;1;0;1;0;0;0;0;1;1;1;2;1;0;0;0;1;0;0;0;2
20:15;Evertsenstraat;0;1;0;3;0;1;0;1;1;0;0;1;1;0;2;1;2;0;1;1;0;1;0;0
20:30;Evertsenstraat;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;1;0;0;1;0;0;0;0;0
20:45;Evertsenstraat;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0
21:00;Evertsenstraat;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1
21:15;Evertsenstraat;1;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;1;0;1;1;1;1;0;1
21:30;Evertsenstraat;0;0;0;2;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1
21:45;Evertsenstraat;0;0;0;2;0;1;1;0;1;0;1;0;0;2;1;1;1;0;1;1;0;0;0;2
22:00;Evertsenstraat;1;0;0;2;1;0;1;0;0;0;1;1;1;1;1;1;1;0;0;2;1;0;0;2
22:15;Evertsenstraat;1;1;0;1;1;0;1;1;0;0;0;0;1;0;2;1;0;0;1;2;0;0;0;0
22:30;Evertsenstraat;0;0;0;2;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0
22:45;Evertsenstraat;1;0;0;0;0;0;1;2;0;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1
23:00;Evertsenstraat;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
23:15;Evertsenstraat;1;0;0;1;1;0;0;1;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0
23:30;Evertsenstraat;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
23:45;Evertsenstraat;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
0:00;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:15;Floradorp;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:45;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:00;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:15;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:45;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:00;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:15;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:45;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:00;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:15;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:45;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:00;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:15;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:45;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:00;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:15;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:45;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:00;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:15;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:45;Floradorp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
7:00;Floradorp;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1
7:15;Floradorp;0;0;0;1;0;1;0;0;1;0;1;1;1;1;0;1;0;0;2;0;1;0;0;1
7:30;Floradorp;0;1;1;2;2;2;1;4;0;0;4;1;4;3;4;1;1;0;5;4;1;0;0;4
7:45;Floradorp;3;4;1;9;1;2;3;7;2;0;1;2;3;1;1;2;1;1;4;0;0;1;0;5
8:00;Floradorp;4;3;1;1;2;3;2;2;2;1;1;1;0;3;3;5;6;1;7;4;2;2;1;0
8:15;Floradorp;1;1;0;1;6;5;3;4;1;0;4;3;6;6;0;5;2;1;7;3;0;1;1;3
8:30;Floradorp;1;2;1;6;2;2;1;4;1;1;5;1;5;2;1;3;1;1;2;5;0;2;2;5
8:45;Floradorp;5;2;0;4;7;4;1;4;2;1;0;4;6;2;1;1;1;1;7;2;0;2;1;1
9:00;Floradorp;0;3;1;8;0;5;3;4;1;0;7;5;3;7;2;7;2;1;5;6;2;2;2;2
9:15;Floradorp;2;1;0;3;3;3;0;3;1;0;0;1;2;0;3;4;1;0;4;1;1;1;1;5
9:30;Floradorp;1;2;0;2;1;3;1;3;1;0;0;1;2;1;1;0;1;0;3;3;0;0;1;4
9:45;Floradorp;1;1;0;4;3;2;0;1;0;0;1;1;2;1;0;1;2;0;3;2;1;1;0;1
10:00;Floradorp;0;0;0;2;0;0;0;0;0;0;1;1;1;1;0;1;0;0;2;0;0;0;0;2
10:15;Floradorp;1;1;0;3;2;1;0;1;0;0;2;0;1;2;1;0;2;0;1;2;0;1;1;1
10:30;Floradorp;1;0;0;3;1;0;1;1;0;0;2;1;2;1;0;1;0;0;1;1;1;1;0;2
10:45;Floradorp;0;0;0;1;1;1;1;0;0;0;2;0;0;1;1;1;1;0;0;0;0;0;0;1
11:00;Floradorp;0;0;0;2;0;0;0;1;0;0;0;0;2;1;0;0;2;0;2;0;0;1;0;1
11:15;Floradorp;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;0;2;0;0;1;0;2
11:30;Floradorp;1;1;0;2;0;1;1;1;0;0;1;1;2;1;1;1;0;0;2;1;0;1;0;1
11:45;Floradorp;1;0;0;1;1;1;0;1;0;0;2;0;0;1;0;1;1;0;1;1;0;0;0;1
12:00;Floradorp;0;0;0;0;2;1;1;2;1;0;2;0;2;1;2;1;0;0;1;0;0;0;1;2
12:15;Floradorp;1;0;0;3;1;2;0;3;0;0;0;1;1;1;2;0;2;0;3;0;0;1;1;0
12:30;Floradorp;2;1;0;4;1;1;1;0;0;0;3;1;1;2;1;0;2;0;3;1;0;1;1;2
12:45;Floradorp;1;1;0;2;2;1;1;0;1;0;2;2;1;2;2;0;1;0;2;0;0;1;1;2
13:00;Floradorp;1;0;0;1;0;1;1;1;0;0;2;0;2;2;1;0;2;0;0;3;0;0;1;2
13:15;Floradorp;1;0;0;3;2;1;1;1;1;0;2;0;0;2;1;1;1;0;1;2;1;1;1;1
13:30;Floradorp;0;0;0;0;1;1;1;1;1;0;2;1;1;1;0;1;1;0;2;1;0;0;0;1
13:45;Floradorp;1;1;0;1;2;1;0;2;0;0;0;1;0;2;1;0;1;0;1;1;0;0;0;1
14:00;Floradorp;0;0;0;0;2;1;1;1;0;0;2;1;0;0;0;1;1;0;2;1;0;0;0;1
14:15;Floradorp;1;1;0;1;1;1;1;1;0;0;0;0;0;2;1;1;1;0;1;2;0;1;0;1
14:30;Floradorp;0;0;0;2;1;0;1;2;0;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0
14:45;Floradorp;1;1;0;1;0;0;1;1;0;0;2;0;1;1;1;0;2;0;1;2;0;1;0;1
15:00;Floradorp;1;1;0;1;0;1;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;1;0;2
15:15;Floradorp;0;1;0;3;2;1;0;2;0;0;1;0;1;1;0;1;2;0;1;1;0;1;0;1
15:30;Floradorp;1;1;0;1;1;1;0;1;0;0;2;0;0;1;1;0;1;0;0;1;0;0;1;1
15:45;Floradorp;0;0;0;1;1;1;1;1;1;0;1;0;2;2;1;1;2;0;0;0;1;1;0;2
16:00;Floradorp;3;1;0;2;4;2;1;2;2;0;2;1;3;2;1;1;1;0;4;2;1;0;0;1
16:15;Floradorp;2;1;1;3;2;4;3;0;1;1;2;3;4;5;4;4;4;1;6;5;1;0;1;5
16:30;Floradorp;2;1;1;4;5;3;0;1;2;1;3;2;1;0;2;0;3;0;2;1;1;1;0;1
16:45;Floradorp;1;1;1;3;5;3;1;6;1;1;5;2;1;0;2;3;0;1;4;1;1;0;1;3
17:00;Floradorp;5;1;0;5;6;0;3;2;1;0;3;1;2;5;5;3;2;1;6;4;2;1;2;7
17:15;Floradorp;5;2;0;2;3;0;0;3;1;1;5;1;4;3;1;1;1;1;1;6;2;0;1;2
17:30;Floradorp;0;2;1;0;5;4;3;6;2;1;6;5;3;2;6;0;4;1;0;5;0;2;1;4
17:45;Floradorp;1;2;0;1;6;4;3;2;1;1;2;4;3;4;2;2;4;1;2;3;1;1;2;5
18:00;Floradorp;1;3;0;6;2;0;0;4;2;0;7;4;1;6;2;6;4;0;4;1;1;2;2;4
18:15;Floradorp;2;2;1;0;0;4;0;4;2;1;1;1;7;4;5;3;4;1;1;1;1;1;0;5
18:30;Floradorp;2;0;0;6;1;2;1;2;2;1;0;3;2;2;0;1;2;0;0;1;1;1;1;4
18:45;Floradorp;0;2;0;4;2;0;2;3;1;1;1;2;0;4;1;3;3;0;0;1;1;0;1;1
19:00;Floradorp;2;0;0;3;2;1;1;2;0;0;2;2;0;2;0;2;3;0;1;2;1;1;0;1
19:15;Floradorp;0;0;0;0;0;0;1;2;0;0;2;1;1;1;0;1;1;0;2;1;1;0;0;1
19:30;Floradorp;0;1;0;0;1;1;1;2;0;0;2;0;1;2;1;1;1;0;2;1;0;0;0;1
19:45;Floradorp;1;0;0;2;2;1;1;2;0;0;2;1;1;2;1;0;1;0;2;2;0;0;0;0
20:00;Floradorp;1;0;0;3;2;0;1;1;0;0;1;0;1;2;1;0;0;0;2;1;0;0;0;1
20:15;Floradorp;1;1;0;1;1;0;1;2;0;0;2;1;1;1;1;1;2;0;2;0;0;0;0;2
20:30;Floradorp;0;0;0;0;1;1;0;1;1;0;2;1;1;1;0;1;0;0;1;2;0;0;0;1
20:45;Floradorp;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1
21:00;Floradorp;0;1;0;0;0;1;0;1;0;0;0;0;1;2;0;1;1;0;0;1;0;0;0;0
21:15;Floradorp;1;0;0;1;1;0;0;1;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;1
21:30;Floradorp;0;1;0;2;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;1;1
21:45;Floradorp;1;1;0;1;1;0;1;0;1;0;1;0;1;0;2;0;1;0;2;1;0;1;1;0
22:00;Floradorp;0;0;0;2;1;1;0;1;0;0;2;0;2;1;1;1;1;0;1;2;0;0;0;1
22:15;Floradorp;0;0;0;2;2;1;1;2;0;0;1;1;2;2;0;0;2;0;2;0;0;0;0;0
22:30;Floradorp;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;1
22:45;Floradorp;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1
23:00;Floradorp;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;1
23:15;Floradorp;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;1
23:30;Floradorp;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1
23:45;Floradorp;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
0:00;Haarlemmermeerstation;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
0:15;Haarlemmermeerstation;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0:30;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:45;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:00;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:15;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:30;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:45;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:00;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:15;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:30;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:45;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:00;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:15;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:30;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:45;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:00;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:15;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:30;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:45;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:00;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:15;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:30;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:45;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:00;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:15;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:30;Haarlemmermeerstation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:45;Haarlemmermeerstation;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7:00;Haarlemmermeerstation;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0
7:15;Haarlemmermeerstation;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;0;2
7:30;Haarlemmermeerstation;3;1;1;6;2;1;1;3;1;1;3;1;3;2;4;2;4;1;5;4;1;1;0;3
7:45;Haarlemmermeerstation;5;1;1;5;0;4;1;4;0;0;5;3;4;7;5;3;3;1;5;7;0;1;0;5
